YEAR,MONTH,DAY,STID,TMAX,TMIN,TAVG,AVGC
2002,3,6,ALV2,66.56,34.41,50.6,10.33
2002,3,7,ALV2,76.68,28.95,49.79,9.88
2002,3,8,ALV2,77.32,26.38,61.84,16.58
2002,3,9,ALV2,48.88,19.38,32.77,0.43
2002,3,10,ALV2,59.94,23.27,42.66,5.92
2002,3,11,ALV2,62.53,34.61,49.97,9.98
2002,3,12,ALV2,70.74,24.14,48.3,9.06
2002,3,13,ALV2,86.43,37.89,60.88,16.04
2002,3,14,ALV2,68.95,36.82,58.03,14.46
2002,3,15,ALV2,51.04,29.24,37.98,3.32
2002,3,16,ALV2,46.6,25.06,37.79,3.22
2002,3,17,ALV2,69.94,31.49,50.08,10.04
2002,3,18,ALV2,59.29,38.41,50.44,10.24
2002,3,19,ALV2,50.31,40.59,45.87,7.71
2002,3,20,ALV2,63.32,31.13,44.8,7.11
2002,3,21,ALV2,43,21.51,30.5,-0.83
2002,3,22,ALV2,41.83,16.45,28.55,-1.92
2002,3,23,ALV2,69.13,22.04,47.98,8.88
2002,3,24,ALV2,62.1,34.19,49.93,9.96
2002,3,25,ALV2,37.57,24.6,32.16,0.09
2002,3,26,ALV2,57.7,17.22,37.27,2.93
2002,3,27,ALV2,73.29,32.79,54.51,12.51
2002,3,28,ALV2,81.91,46.4,64.49,18.05
2002,3,29,ALV2,69.01,46.6,59.26,15.14
2002,3,30,ALV2,66.83,40.82,54.4,12.44
2002,3,31,ALV2,71.15,32.04,53.08,11.71
2002,4,1,ALV2,88.65,50.09,68.94,20.52
2002,4,2,ALV2,70.99,38.64,50.82,10.46
2002,4,3,ALV2,46.12,28.68,36.4,2.44
2002,4,4,ALV2,57.09,24.24,41.57,5.32
2002,4,5,ALV2,68,29.67,51.29,10.72
2002,4,6,ALV2,57.61,46.99,53.17,11.76
2002,4,7,ALV2,60.01,47.3,52.04,11.13
2002,4,8,ALV2,59.36,42.43,53.45,11.92
2002,4,9,ALV2,70.48,39.59,54.62,12.57
2002,4,10,ALV2,79.66,44.82,63.36,17.42
2002,4,11,ALV2,-996,-996,-996,-571.11
2002,4,12,ALV2,-996,-996,-996,-571.11
2002,4,13,ALV2,-996,-996,-996,-571.11
2002,4,14,ALV2,-996,-996,-996,-571.11
2002,4,15,ALV2,-996,-996,-996,-571.11
2002,4,16,ALV2,-996,-996,-996,-571.11
2002,4,17,ALV2,-996,-996,-996,-571.11
2002,4,18,ALV2,-996,-996,-996,-571.11
2002,4,19,ALV2,73.92,52.52,60.09,15.61
2002,4,20,ALV2,53.46,46.33,49.65,9.81
2002,4,21,ALV2,68.18,42.91,54.38,12.43
2002,4,22,ALV2,79.66,42.02,62.58,16.99
2002,4,23,ALV2,78.98,61.48,68.79,20.44
2002,4,24,ALV2,69.51,46.85,62.39,16.88
2002,4,25,ALV2,63.27,39.51,51.14,10.63
2002,4,26,ALV2,49.89,45.05,47.93,8.85
2002,4,27,ALV2,86.14,49.05,68.29,20.16
2002,4,28,ALV2,70.41,42.64,57.37,14.09
2002,4,29,ALV2,76.33,49.15,62.57,16.98
2002,4,30,ALV2,86.52,56.52,69.49,20.83
2002,5,1,ALV2,83.28,48.42,67.54,19.74
2002,5,2,ALV2,62.96,45.01,52.02,11.12
2002,5,3,ALV2,72.27,38.17,56.02,13.34
2002,5,4,ALV2,84.79,48.04,65.4,18.56
2002,5,5,ALV2,84.11,55.24,70.24,21.24
2002,5,6,ALV2,89.58,70.99,79.68,26.49
2002,5,7,ALV2,83.48,69.49,75.51,24.17
2002,5,8,ALV2,97.11,59.79,76.98,24.99
2002,5,9,ALV2,67.01,45.63,57.93,14.41
2002,5,10,ALV2,66.67,40.98,56.33,13.52
2002,5,11,ALV2,87.33,63.5,75.73,24.29
2002,5,12,ALV2,70.84,42.46,52.91,11.62
2002,5,13,ALV2,76.17,39.75,60.12,15.62
2002,5,14,ALV2,79.41,47.59,65.24,18.47
2002,5,15,ALV2,84.63,56.01,70.64,21.47
2002,5,16,ALV2,83.37,62.42,72.55,22.53
2002,5,17,ALV2,67.89,48.69,58.78,14.88
2002,5,18,ALV2,70.11,41.37,58.15,14.53
2002,5,19,ALV2,73.96,47.95,62.65,17.03
2002,5,20,ALV2,75.31,54.73,64.52,18.07
2002,5,21,ALV2,79.83,53.1,67.23,19.57
2002,5,22,ALV2,78.66,61.77,70.09,21.16
2002,5,23,ALV2,75.67,65.64,69.73,20.96
2002,5,24,ALV2,69.21,47.07,56.25,13.47
2002,5,25,ALV2,69.6,41.89,56.4,13.56
2002,5,26,ALV2,84.49,53.85,68.2,20.11
2002,5,27,ALV2,80.26,58.64,66.9,19.39
2002,5,28,ALV2,74.73,58.62,65.3,18.50
2002,5,29,ALV2,85.32,55.36,70.32,21.29
2002,5,30,ALV2,90.07,66.13,77.08,25.04
2002,5,31,ALV2,93.6,63.55,79.64,26.47
2002,6,1,ALV2,93.72,66.61,80.68,27.04
2002,6,2,ALV2,94.95,71.1,83.2,28.44
2002,6,3,ALV2,95.63,73.94,83.97,28.87
2002,6,4,ALV2,78.94,61.41,69.02,20.57
2002,6,5,ALV2,68.49,55.18,62.9,17.17
2002,6,6,ALV2,83.1,51.31,68.36,20.20
2002,6,7,ALV2,89.37,58.17,76,24.44
2002,6,8,ALV2,91.96,69.03,77.68,25.38
2002,6,9,ALV2,92.32,71.42,81.48,27.49
2002,6,10,ALV2,94.86,74.07,83.72,28.73
2002,6,11,ALV2,96.64,76.89,85.9,29.94
2002,6,12,ALV2,99.01,66.83,79.14,26.19
2002,6,13,ALV2,80.17,64.83,71.08,21.71
2002,6,14,ALV2,83.5,58.41,71.67,22.04
2002,6,15,ALV2,85.51,61.03,69.7,20.94
2002,6,16,ALV2,79.29,59.81,68.23,20.13
2002,6,17,ALV2,86.54,59.22,73.99,23.33
2002,6,18,ALV2,90.32,68.67,78.61,25.89
2002,6,19,ALV2,92.07,70.75,80.45,26.92
2002,6,20,ALV2,92.16,67.21,80.14,26.74
2002,6,21,ALV2,93.04,70.34,81.05,27.25
2002,6,22,ALV2,93.02,68.85,81.42,27.46
2002,6,23,ALV2,94.53,67.62,81.47,27.48
2002,6,24,ALV2,93.09,67.33,80.08,26.71
2002,6,25,ALV2,92.79,67.68,80.77,27.09
2002,6,26,ALV2,92.21,67.5,76,24.44
2002,6,27,ALV2,95.77,64.06,81.23,27.35
2002,6,28,ALV2,96.01,69.96,83.83,28.79
2002,6,29,ALV2,95.72,69.12,82.9,28.28
2002,6,30,ALV2,87.21,70.86,78.94,26.08
2002,7,1,ALV2,77.92,66.97,72.12,22.29
2002,7,2,ALV2,88,67.71,76.92,24.96
2002,7,3,ALV2,82.58,65.16,74.62,23.68
2002,7,4,ALV2,90.14,62.37,77.11,25.06
2002,7,5,ALV2,92.3,70.83,80.19,26.77
2002,7,6,ALV2,94.64,67.78,81.51,27.51
2002,7,7,ALV2,95.92,66.94,82.22,27.90
2002,7,8,ALV2,97.95,68.77,84.16,28.98
2002,7,9,ALV2,100.18,73.65,84.88,29.38
2002,7,10,ALV2,100.47,72.23,86.67,30.37
2002,7,11,ALV2,87.93,64.8,76.5,24.72
2002,7,12,ALV2,82.42,65.75,73.11,22.84
2002,7,13,ALV2,83.48,63.28,73.54,23.08
2002,7,14,ALV2,88.16,64.92,76.76,24.87
2002,7,15,ALV2,92.88,67.23,79.78,26.54
2002,7,16,ALV2,92.62,68.99,81.03,27.24
2002,7,17,ALV2,94.53,68.29,81.3,27.39
2002,7,18,ALV2,98.85,73,86.35,30.19
2002,7,19,ALV2,99.91,74.3,87.8,31.00
2002,7,20,ALV2,100.13,77.07,88.42,31.34
2002,7,21,ALV2,100.51,78.31,88.85,31.58
2002,7,22,ALV2,95.09,67.55,84.31,29.06
2002,7,23,ALV2,82.24,69.21,75.78,24.32
2002,7,24,ALV2,93.87,70.5,81.08,27.27
2002,7,25,ALV2,101.44,69.55,85.74,29.86
2002,7,26,ALV2,102.74,77.52,90.44,32.47
2002,7,27,ALV2,100.85,77.74,89.03,31.68
2002,7,28,ALV2,87.89,67.21,78.76,25.98
2002,7,29,ALV2,88.68,66.25,76.04,24.47
2002,7,30,ALV2,91.74,67.01,79.23,26.24
2002,7,31,ALV2,95.09,70.93,82.84,28.24
2002,8,1,ALV2,100.89,71.89,85.32,29.62
2002,8,2,ALV2,93.42,69.96,81.05,27.25
2002,8,3,ALV2,97.83,70.81,85.29,29.61
2002,8,4,ALV2,98.69,70.79,85.51,29.73
2002,8,5,ALV2,96.76,69.89,83.85,28.81
2002,8,6,ALV2,95.72,67.01,82.92,28.29
2002,8,7,ALV2,95.29,70.88,83.53,28.63
2002,8,8,ALV2,96.28,71.71,84.19,28.99
2002,8,9,ALV2,95.31,71.55,82.28,27.93
2002,8,10,ALV2,89.49,70.25,77.81,25.45
2002,8,11,ALV2,98.83,69.6,84.56,29.20
2002,8,12,ALV2,93.65,64.45,78.55,25.86
2002,8,13,ALV2,86.32,59.72,66.8,19.33
2002,8,14,ALV2,82.98,56.53,70.29,21.27
2002,8,15,ALV2,94.17,64.85,79.9,26.61
2002,8,16,ALV2,93.47,71.22,80.36,26.87
2002,8,17,ALV2,96.57,70.02,84.05,28.92
2002,8,18,ALV2,99.18,63.59,81.98,27.77
2002,8,19,ALV2,99.05,70.05,86.02,30.01
2002,8,20,ALV2,96.12,74.08,83.78,28.77
2002,8,21,ALV2,98.04,78.15,86.58,30.32
2002,8,22,ALV2,100.71,73.67,87.9,31.06
2002,8,23,ALV2,100.58,72.1,83.95,28.86
2002,8,24,ALV2,87.46,66.6,76.23,24.57
2002,8,25,ALV2,85.62,70.23,75.84,24.36
2002,8,26,ALV2,89.46,65.59,77.73,25.41
2002,8,27,ALV2,83.93,64.51,73.9,23.28
2002,8,28,ALV2,88.3,65.66,76.58,24.77
2002,8,29,ALV2,89.83,67.53,77.75,25.42
2002,8,30,ALV2,89.06,64.2,76.73,24.85
2002,8,31,ALV2,90.72,66.9,78.22,25.68
2002,9,1,ALV2,95.92,68.13,81.78,27.66
2002,9,2,ALV2,100.04,72.93,84.41,29.12
2002,9,3,ALV2,100.33,66.7,83.58,28.66
2002,9,4,ALV2,96.64,66.9,82.1,27.83
2002,9,5,ALV2,96.58,66.78,81.61,27.56
2002,9,6,ALV2,96.1,69.15,82.34,27.97
2002,9,7,ALV2,95.97,64.85,82,27.78
2002,9,8,ALV2,84.72,68.11,74.99,23.88
2002,9,9,ALV2,85.33,67.62,74.37,23.54
2002,9,10,ALV2,87.01,64.26,74.92,23.84
2002,9,11,ALV2,85.84,65.64,73.55,23.08
2002,9,12,ALV2,89.15,65.66,75.63,24.24
2002,9,13,ALV2,83.86,65.37,73.41,23.01
2002,9,14,ALV2,77.23,65.35,68.61,20.34
2002,9,15,ALV2,77.92,53.15,66.13,18.96
2002,9,16,ALV2,83.23,47.88,65.25,18.47
2002,9,17,ALV2,91.65,55.18,75.24,24.02
2002,9,18,ALV2,97.16,63.21,80.98,27.21
2002,9,19,ALV2,65.5,52.92,60.45,15.81
2002,9,20,ALV2,85.78,50.11,66.84,19.36
2002,9,21,ALV2,90.88,59.34,74.16,23.42
2002,9,22,ALV2,74.75,52.16,64.18,17.88
2002,9,23,ALV2,79.52,43.73,62.59,16.99
2002,9,24,ALV2,81.95,46.87,64.76,18.20
2002,9,25,ALV2,86.41,48.09,66.97,19.43
2002,9,26,ALV2,87.13,52.07,68.29,20.16
2002,9,27,ALV2,76.91,47.55,62.11,16.73
2002,9,28,ALV2,95.38,57.07,75.48,24.16
2002,9,29,ALV2,94.12,65.5,78.68,25.93
2002,9,30,ALV2,90.79,68.43,78.77,25.98
2002,10,1,ALV2,88.99,72.95,78.75,25.97
2002,10,2,ALV2,80.65,52.7,66.12,18.96
2002,10,3,ALV2,78.08,51.78,62.18,16.77
2002,10,4,ALV2,70.03,49.62,59.85,15.47
2002,10,5,ALV2,74.89,46.2,61.18,16.21
2002,10,6,ALV2,71.53,50.94,64.2,17.89
2002,10,7,ALV2,67.69,41.77,54.57,12.54
2002,10,8,ALV2,63.14,54.09,58.42,14.68
2002,10,9,ALV2,65.97,49.86,56.14,13.41
2002,10,10,ALV2,69.85,46.9,58.24,14.58
2002,10,11,ALV2,67.24,47.73,58.79,14.88
2002,10,12,ALV2,64.96,44.92,57.98,14.43
2002,10,13,ALV2,59.88,37.72,47.64,8.69
2002,10,14,ALV2,68.23,35.1,50.48,10.27
2002,10,15,ALV2,65.25,40.17,51.56,10.87
2002,10,16,ALV2,56.41,35.99,45.84,7.69
2002,10,17,ALV2,67.62,33.37,50.21,10.12
2002,10,18,ALV2,72.28,54.39,63.02,17.23
2002,10,19,ALV2,59.65,47.28,52.09,11.16
2002,10,20,ALV2,62.64,37.86,50.09,10.05
2002,10,21,ALV2,65.86,37.45,51.24,10.69
2002,10,22,ALV2,56.53,50.02,53.44,11.91
2002,10,23,ALV2,50.09,35.9,40.93,4.96
2002,10,24,ALV2,37.24,34.61,35.88,2.16
2002,10,25,ALV2,48.02,35.91,41.79,5.44
2002,10,26,ALV2,46.65,35.21,42.94,6.08
2002,10,27,ALV2,49.05,41.67,45.6,7.56
2002,10,28,ALV2,50.88,46.72,48.17,8.98
2002,10,29,ALV2,49.98,45.72,47.56,8.64
2002,10,30,ALV2,46.76,34.32,40.43,4.68
2002,10,31,ALV2,39.76,34.15,37.03,2.79
2002,11,1,ALV2,37.19,34.27,35.41,1.89
2002,11,2,ALV2,42.64,34.05,38.09,3.38
2002,11,3,ALV2,55.47,33.59,44.68,7.04
2002,11,4,ALV2,49.86,28.14,39.75,4.31
2002,11,5,ALV2,57.33,30.46,43.34,6.30
2002,11,6,ALV2,68.14,32.08,47.03,8.35
2002,11,7,ALV2,75.94,35.36,54.97,12.76
2002,11,8,ALV2,77.09,48.42,60.1,15.61
2002,11,9,ALV2,81.16,51.96,63.63,17.57
2002,11,10,ALV2,64.96,40.49,54.55,12.53
2002,11,11,ALV2,52.59,34.05,44.49,6.94
2002,11,12,ALV2,61.41,35.69,46.3,7.94
2002,11,13,ALV2,68.16,36.5,51.76,10.98
2002,11,14,ALV2,54.01,36.11,44.85,7.14
2002,11,15,ALV2,52.39,31.42,39.87,4.37
2002,11,16,ALV2,60.01,31.77,42.82,6.01
2002,11,17,ALV2,71.89,31.05,48.95,9.42
2002,11,18,ALV2,64.65,34.22,47.98,8.88
2002,11,19,ALV2,67.42,29.65,46.83,8.24
2002,11,20,ALV2,67.35,37.16,49.52,9.73
2002,11,21,ALV2,69.01,38.2,50.76,10.42
2002,11,22,ALV2,64.4,28.94,46.67,8.15
2002,11,23,ALV2,59.54,35.42,48.42,9.12
2002,11,24,ALV2,49.55,29.04,40.39,4.66
2002,11,25,ALV2,32.42,18.84,28.06,-2.19
2002,11,26,ALV2,40.41,22.74,29.88,-1.18
2002,11,27,ALV2,45.71,14.38,28.86,-1.74
2002,11,28,ALV2,60.48,25.93,41.38,5.21
2002,11,29,ALV2,58.1,36.69,46.61,8.12
2002,11,30,ALV2,50.58,25.13,39.71,4.28
2002,12,1,ALV2,59.85,23.19,42.43,5.79
2002,12,2,ALV2,65.95,37.32,49.11,9.51
2002,12,3,ALV2,38.97,24.86,29.91,-1.16
2002,12,4,ALV2,28.29,20.31,25.37,-3.68
2002,12,5,ALV2,32.61,13.24,22.64,-5.20
2002,12,6,ALV2,42.3,16.65,28.25,-2.08
2002,12,7,ALV2,32.93,21.8,28.98,-1.68
2002,12,8,ALV2,39.12,31.33,35.01,1.67
2002,12,9,ALV2,43.13,30.02,34.87,1.59
2002,12,10,ALV2,40.76,26,35.56,1.98
2002,12,11,ALV2,45.15,39.67,41.88,5.49
2002,12,12,ALV2,43.93,37.92,41.28,5.16
2002,12,13,ALV2,54.52,31.88,41.01,5.01
2002,12,14,ALV2,67.41,28.21,43.44,6.36
2002,12,15,ALV2,66.13,30.8,45.44,7.47
2002,12,16,ALV2,63.23,36.03,47.7,8.72
2002,12,17,ALV2,69.13,34.22,52.23,11.24
2002,12,18,ALV2,57.2,34.45,46.69,8.16
2002,12,19,ALV2,51.57,28.31,38.03,3.35
2002,12,20,ALV2,52.72,26.92,36.06,2.26
2002,12,21,ALV2,52.12,22.33,34.74,1.52
2002,12,22,ALV2,46.28,21.07,32.32,0.18
2002,12,23,ALV2,35.02,24.5,30.41,-0.88
2002,12,24,ALV2,28.93,14.04,22.9,-5.06
2002,12,25,ALV2,35.08,14.29,21.49,-5.84
2002,12,26,ALV2,32.04,14.58,26.22,-3.21
2002,12,27,ALV2,44.01,15.06,27.89,-2.28
2002,12,28,ALV2,52.72,24.45,36.51,2.51
2002,12,29,ALV2,57.45,28.52,46.88,8.27
2002,12,30,ALV2,56.3,31.23,44.94,7.19
2002,12,31,ALV2,50.81,23.67,35.99,2.22
2003,1,1,ALV2,36.97,27.17,31.5,-0.28
2003,1,2,ALV2,48.04,24.87,36.01,2.23
2003,1,3,ALV2,64.71,20.85,39.58,4.21
2003,1,4,ALV2,63.14,35.61,47.33,8.52
2003,1,5,ALV2,55.94,27.23,40.9,4.94
2003,1,6,ALV2,38.33,23.14,30.69,-0.73
2003,1,7,ALV2,63.63,21.71,40.35,4.64
2003,1,8,ALV2,76.73,31.45,49.17,9.54
2003,1,9,ALV2,50.65,22.35,40.18,4.54
2003,1,10,ALV2,40.11,18.06,27.45,-2.53
2003,1,11,ALV2,37.69,16.18,26.72,-2.93
2003,1,12,ALV2,48.79,23.89,36.01,2.23
2003,1,13,ALV2,61.68,25.63,41.63,5.35
2003,1,14,ALV2,42.94,21.53,33.76,0.98
2003,1,15,ALV2,38.88,20.93,29.47,-1.41
2003,1,16,ALV2,31.09,13.57,23.72,-4.60
2003,1,17,ALV2,35.82,13.01,23.77,-4.57
2003,1,18,ALV2,46.58,22.94,33.94,1.08
2003,1,19,ALV2,69.44,26.71,45.54,7.52
2003,1,20,ALV2,67.19,29.16,44.64,7.02
2003,1,21,ALV2,36.87,22.72,29.2,-1.56
2003,1,22,ALV2,27.07,12.87,20.23,-6.54
2003,1,23,ALV2,19.13,8.1,12.98,-10.57
2003,1,24,ALV2,34.12,11.71,23.07,-4.96
2003,1,25,ALV2,50.67,19.51,33.43,0.79
2003,1,26,ALV2,30.07,15.42,22.15,-5.47
2003,1,27,ALV2,52.39,18.55,33.54,0.86
2003,1,28,ALV2,61.65,35.44,45.8,7.67
2003,1,29,ALV2,39.83,22.07,33.99,1.11
2003,1,30,ALV2,59.27,17.68,37.92,3.29
2003,1,31,ALV2,62.01,32.88,46.26,7.92
2003,2,1,ALV2,77.41,34.77,56,13.33
2003,2,2,ALV2,82.49,38.14,59.6,15.33
2003,2,3,ALV2,41.79,21.55,35.39,1.88
2003,2,4,ALV2,48.11,12.63,30.17,-1.02
2003,2,5,ALV2,46.49,22.65,35.3,1.83
2003,2,6,ALV2,37.27,7.61,26.32,-3.16
2003,2,7,ALV2,29.31,1.53,15.31,-9.27
2003,2,8,ALV2,42.76,16.99,29.01,-1.66
2003,2,9,ALV2,35.87,28.05,32.26,0.14
2003,2,10,ALV2,55.51,25.04,37.79,3.22
2003,2,11,ALV2,56.23,26.07,39.77,4.32
2003,2,12,ALV2,60.13,24.84,40.79,4.88
2003,2,13,ALV2,52.32,31.45,43.54,6.41
2003,2,14,ALV2,71.94,44.52,57.85,14.36
2003,2,15,ALV2,44.37,27.45,32.6,0.33
2003,2,16,ALV2,42.86,23.5,30.86,-0.63
2003,2,17,ALV2,56.41,21.38,37.14,2.86
2003,2,18,ALV2,44.38,34.34,40.17,4.54
2003,2,19,ALV2,55.29,30.51,43.32,6.29
2003,2,20,ALV2,55.02,22.92,39.62,4.23
2003,2,21,ALV2,49.17,35.06,42.65,5.92
2003,2,22,ALV2,45.24,30.39,36.31,2.39
2003,2,23,ALV2,31.5,2.77,20.11,-6.61
2003,2,24,ALV2,11.05,-0.56,6.12,-14.38
2003,2,25,ALV2,15.6,-0.92,9.49,-12.51
2003,2,26,ALV2,23.31,12.88,17.9,-7.83
2003,2,27,ALV2,30.8,11.57,23.43,-4.76
2003,2,28,ALV2,33.53,16.66,26.86,-2.86
2003,3,1,ALV2,38.6,25.44,31.51,-0.27
2003,3,2,ALV2,35.18,22.88,30.1,-1.06
2003,3,3,ALV2,57.96,25.42,39.67,4.26
2003,3,4,ALV2,62.46,18.57,36.93,2.74
2003,3,5,ALV2,24.11,16.32,19.83,-6.76
2003,3,6,ALV2,53.42,15.04,33.17,0.65
2003,3,7,ALV2,59.68,27.59,41.63,5.35
2003,3,8,ALV2,66.47,27.21,42.57,5.87
2003,3,9,ALV2,37.6,20.29,27.9,-2.28
2003,3,10,ALV2,43.54,20.33,30.45,-0.86
2003,3,11,ALV2,54.55,24.34,37.65,3.14
2003,3,12,ALV2,71.67,32.13,49.49,9.72
2003,3,13,ALV2,64.27,35.94,50.42,10.23
2003,3,14,ALV2,80.67,32.25,56.12,13.40
2003,3,15,ALV2,80.71,47.52,65.15,18.42
2003,3,16,ALV2,79.86,50.67,65.26,18.48
2003,3,17,ALV2,72.73,52.92,60.45,15.81
2003,3,18,ALV2,57.29,49.03,53.54,11.97
2003,3,19,ALV2,52.72,45.94,48.42,9.12
2003,3,20,ALV2,49.12,37.67,45.26,7.37
2003,3,21,ALV2,58.03,31.66,45.86,7.70
2003,3,22,ALV2,69.75,42.01,54.11,12.28
2003,3,23,ALV2,76.39,41.35,59.34,15.19
2003,3,24,ALV2,73.96,51.71,61.81,16.56
2003,3,25,ALV2,61.93,39.33,51.93,11.07
2003,3,26,ALV2,71.6,35.7,54.59,12.55
2003,3,27,ALV2,61.81,40.39,53.27,11.82
2003,3,28,ALV2,52.7,35.09,42.19,5.66
2003,3,29,ALV2,51.49,23.78,38.31,3.51
2003,3,30,ALV2,62.22,23.65,44.19,6.77
2003,3,31,ALV2,81.75,40.73,61.52,16.40
2003,4,1,ALV2,83.64,54.9,70.19,21.22
2003,4,2,ALV2,86.97,58.77,72.67,22.59
2003,4,3,ALV2,81.21,64.08,70.81,21.56
2003,4,4,ALV2,67.03,39.97,54.67,12.59
2003,4,5,ALV2,56.43,32.33,44.63,7.02
2003,4,6,ALV2,71.31,35.45,50.79,10.44
2003,4,7,ALV2,55.51,26.32,40.75,4.86
2003,4,8,ALV2,53.15,27.26,39.98,4.43
2003,4,9,ALV2,64.62,21.33,43.62,6.46
2003,4,10,ALV2,79.54,31.96,55.69,13.16
2003,4,11,ALV2,80.69,38.14,59.95,15.53
2003,4,12,ALV2,80.96,38.36,60.86,16.03
2003,4,13,ALV2,85.96,46.08,68.61,20.34
2003,4,14,ALV2,85.66,63.41,74.38,23.54
2003,4,15,ALV2,71.06,57.78,66.65,19.25
2003,4,16,ALV2,63.16,47.34,56.97,13.87
2003,4,17,ALV2,63.36,39.11,51.3,10.72
2003,4,18,ALV2,84.74,46.78,64.77,18.21
2003,4,19,ALV2,69.06,47.01,58.16,14.53
2003,4,20,ALV2,69.66,42.59,54.62,12.57
2003,4,21,ALV2,71.19,39.18,56.65,13.69
2003,4,22,ALV2,72.5,43.19,58.65,14.81
2003,4,23,ALV2,61.12,47.43,55.78,13.21
2003,4,24,ALV2,65.52,42.62,55.5,13.06
2003,4,25,ALV2,64.6,44.59,54.14,12.30
2003,4,26,ALV2,72.63,40.11,57.72,14.29
2003,4,27,ALV2,77.41,48.36,62.95,17.19
2003,4,28,ALV2,76.59,53.33,64.68,18.16
2003,4,29,ALV2,84.56,51.67,70.43,21.35
2003,4,30,ALV2,88.3,60.96,72.94,22.74
2003,5,1,ALV2,64.69,48.49,58.37,14.65
2003,5,2,ALV2,71.37,45.17,57.71,14.28
2003,5,3,ALV2,72.97,46.85,61.83,16.57
2003,5,4,ALV2,87.87,53.24,74.94,23.86
2003,5,5,ALV2,81.52,46.65,64.77,18.21
2003,5,6,ALV2,69.44,49.93,60.98,16.10
2003,5,7,ALV2,73.83,44.34,61.3,16.28
2003,5,8,ALV2,93.16,51.53,75.01,23.89
2003,5,9,ALV2,83.34,42.59,65,18.33
2003,5,10,ALV2,76.46,46.15,68.84,20.47
2003,5,11,ALV2,74.07,41.29,57.98,14.43
2003,5,12,ALV2,83.07,43.26,65.59,18.66
2003,5,13,ALV2,93.13,57.79,72.7,22.61
2003,5,14,ALV2,86.11,63.95,72.3,22.39
2003,5,15,ALV2,76.89,60.94,68.82,20.46
2003,5,16,ALV2,64.38,55.85,60.37,15.76
2003,5,17,ALV2,76.59,52.05,63.98,17.77
2003,5,18,ALV2,82.87,56.88,68.91,20.51
2003,5,19,ALV2,74.48,56.41,64.16,17.87
2003,5,20,ALV2,65.03,51.03,57.5,14.17
2003,5,21,ALV2,70.84,50.58,59.81,15.45
2003,5,22,ALV2,75.33,49.06,63.89,17.72
2003,5,23,ALV2,80.62,57.52,66.64,19.24
2003,5,24,ALV2,82.22,59.4,70.02,21.12
2003,5,25,ALV2,71.28,56.21,62.44,16.91
2003,5,26,ALV2,73.36,54,63.93,17.74
2003,5,27,ALV2,80.73,49.84,66.92,19.40
2003,5,28,ALV2,88.93,57.6,73.48,23.04
2003,5,29,ALV2,96.76,59.49,79.83,26.57
2003,5,30,ALV2,96.89,65.91,83.39,28.55
2003,5,31,ALV2,74.57,57.78,66.83,19.35
2003,6,1,ALV2,87.42,54.52,71.16,21.76
2003,6,2,ALV2,81.81,62.06,70.47,21.37
2003,6,3,ALV2,74.64,61.75,67.72,19.84
2003,6,4,ALV2,66.33,58.75,62.36,16.87
2003,6,5,ALV2,73.65,58.01,63.16,17.31
2003,6,6,ALV2,76.59,54.03,66.04,18.91
2003,6,7,ALV2,68.77,52.63,60.93,16.07
2003,6,8,ALV2,81.54,47.71,65.18,18.43
2003,6,9,ALV2,89.02,56.32,74.8,23.78
2003,6,10,ALV2,80.94,61.21,75.29,24.05
2003,6,11,ALV2,92.91,58.15,76.49,24.72
2003,6,12,ALV2,85.96,62.83,73.31,22.95
2003,6,13,ALV2,83.5,61.5,72,22.22
2003,6,14,ALV2,82.98,61.11,69.55,20.86
2003,6,15,ALV2,88.18,58.75,73.39,22.99
2003,6,16,ALV2,87.28,61.03,75.31,24.06
2003,6,17,ALV2,88.95,61.23,75.15,23.97
2003,6,18,ALV2,88.34,60.13,74.63,23.68
2003,6,19,ALV2,77.2,65.43,71.15,21.75
2003,6,20,ALV2,86.02,67.46,75.27,24.04
2003,6,21,ALV2,88.14,64.85,74.7,23.72
2003,6,22,ALV2,95.25,73.13,84.05,28.92
2003,6,23,ALV2,97.7,77.5,86.62,30.34
2003,6,24,ALV2,93.16,76.96,84.69,29.27
2003,6,25,ALV2,90.86,65.43,80.73,27.07
2003,6,26,ALV2,81.84,57.07,68.74,20.41
2003,6,27,ALV2,88.52,55.44,73.41,23.01
2003,6,28,ALV2,91.08,60.89,75.02,23.90
2003,6,29,ALV2,85.69,66.4,74.73,23.74
2003,6,30,ALV2,88.65,62.76,76.46,24.70
2003,7,1,ALV2,94.53,61.83,79.44,26.36
2003,7,2,ALV2,99.61,66.97,83.88,28.82
2003,7,3,ALV2,101.71,72.41,87.27,30.71
2003,7,4,ALV2,99.41,66.38,84.22,29.01
2003,7,5,ALV2,97.2,68.45,83.99,28.88
2003,7,6,ALV2,92.95,70.81,82.31,27.95
2003,7,7,ALV2,92.34,72.81,82.38,27.99
2003,7,8,ALV2,93.27,76.14,83.99,28.88
2003,7,9,ALV2,98.58,71.06,84.9,29.39
2003,7,10,ALV2,96.6,67.62,81.24,27.36
2003,7,11,ALV2,102.11,64.58,85.59,29.77
2003,7,12,ALV2,94.96,66.94,82.2,27.89
2003,7,13,ALV2,107.13,71.69,89.91,32.17
2003,7,14,ALV2,107.62,78.24,92.35,33.53
2003,7,15,ALV2,102,72.27,89.14,31.74
2003,7,16,ALV2,101.59,72.63,86.64,30.36
